invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date
I226972,jpupym7bmn,Female,65,Food & Beverage,2,10.46,Credit Card,2021-10-08
I202750,cnt27mp9fe,Male,67,Technology,5,5250.0,Credit Card,2021-07-23
I760738,ezvaqjseqa,Male,40,Clothing,2,600.16,Cash,2021-10-01
I139714,zcuotr952j,Female,47,Technology,3,3150.0,Debit Card,2022-05-21
I841693,jskgwtlprz,Female,35,Cosmetics,4,162.64,Cash,2022-12-10
I282500,dbxlyrq0dq,Female,51,Clothing,5,1500.4,Cash,2022-01-11
I281199,zeeidvwkye,Male,44,Clothing,4,1200.32,Debit Card,2022-09-17
I246856,lpm7kzgr2f,Male,34,Food & Beverage,1,5.23,Cash,2022-06-21
I263716,kcdifjs7qm,Female,55,Toys,3,107.52,Credit Card,2021-04-21
I145600,ovmjfj1p60,Female,48,Cosmetics,2,81.32,Cash,2022-08-14
I113035,zyvkchs07x,Male,32,Clothing,4,1200.32,Cash,2021-07-18
I297913,nez6zjy9br,Female,63,Technology,1,1050.0,Credit Card,2021-06-11
I237523,u9sjrdcpto,Female,52,Clothing,1,300.08,Cash,2022-11-25
I264423,ozvbzuwf3b,Male,56,Food & Beverage,1,5.23,Credit Card,2022-08-03
I227141,anhqe8dlq1,Female,44,Toys,5,179.2,Credit Card,2021-04-04
I136200,cuyiw3m5uv,Female,32,Cosmetics,2,81.32,Credit Card,2022-02-11
I339565,clp6i4e8wd,Female,19,Clothing,2,600.16,Credit Card,2021-03-05
I319243,dw6zihuhhs,Female,27,Toys,2,71.68,Credit Card,2022-01-13
I185543,oycne1dudo,Female,19,Books,2,30.3,Cash,2022-03-07
I338950,ob43bmst4w,Female,44,Clothing,2,600.16,Cash,2021-06-19
I412549,ye2t2e3rfv,Female,25,Food & Beverage,2,10.46,Cash,2022-12-25
I614664,0ws0eg38lp,Female,46,Food & Beverage,1,5.23,Debit Card,2021-09-01
I229003,gatrmrrufk,Female,38,Cosmetics,1,40.66,Debit Card,2021-05-07
I184103,naac2zkqh2,Male,51,Shoes,2,1200.34,Debit Card,2021-11-06
I875357,rqkdytolad,Male,41,Clothing,3,900.24,Credit Card,2022-08-03
I182336,ncakoracc5,Female,18,Food & Beverage,4,20.92,Credit Card,2021-02-18
I182463,z3ikiu0wvg,Male,60,Food & Beverage,3,15.69,Debit Card,2023-02-18
I897672,d0rei2bxvg,Female,21,Cosmetics,3,121.98,Credit Card,2022-11-15
I110120,yzr3q1y2xk,Female,50,Clothing,5,1500.4,Credit Card,2022-12-10
I300842,c2cwzbc0jd,Female,40,Clothing,3,900.24,Debit Card,2022-05-28
I716118,cv7lje3vx9,Male,61,Clothing,5,1500.4,Cash,2023-02-24
I713168,8oogftrheg,Female,20,Clothing,5,1500.4,Debit Card,2022-06-15
I228006,ek2xjqhsqn,Female,24,Food & Beverage,4,20.92,Cash,2021-11-13
I282072,dfphqi08ko,Male,50,Clothing,3,900.24,Credit Card,2021-03-17
I173058,ephls9brlw,Female,59,Clothing,4,1200.32,Cash,2022-12-21
I241312,wxkugkaroj,Female,43,Technology,4,4200.0,Debit Card,2021-03-30
I323732,pbcczzqv7l,Female,61,Food & Beverage,4,20.92,Credit Card,2022-10-24
I463494,yrqmagvcmu,Female,25,Cosmetics,3,121.98,Credit Card,2022-06-12
I323521,jvmudp4quw,Male,66,Souvenir,1,11.73,Credit Card,2021-09-02
I452611,8hbnzfzduj,Female,62,Clothing,1,300.08,Cash,2022-08-30
I439596,i0cb5kykbw,Female,33,Souvenir,1,11.73,Cash,2022-02-16
I217762,rdhfci1etw,Female,52,Shoes,3,1800.51,Cash,2021-03-08
I234271,enfudpb7fs,Female,44,Toys,4,143.36,Debit Card,2021-06-21
I115249,kl0ittuibq,Female,39,Clothing,5,1500.4,Debit Card,2021-12-01
I449997,0fes6kazsw,Male,44,Clothing,2,600.16,Debit Card,2021-12-24
I184031,79tu0fry5f,Female,29,Food & Beverage,3,15.69,Cash,2021-11-01
I250690,estxcp6smj,Female,21,Food & Beverage,5,26.15,Debit Card,2022-08-11
I554886,jndbfemklc,Male,43,Clothing,5,1500.4,Credit Card,2022-06-23
I296561,f6h5vkja4o,Female,63,Clothing,1,300.08,Debit Card,2022-02-03
I175144,upfaplxkxp,Female,53,Toys,4,143.36,Cash,2022-12-23
I204736,ujhpcr1imk,Female,44,Food & Beverage,2,10.46,Cash,2021-12-21
I151076,y0ar3yyb6x,Female,26,Food & Beverage,1,5.23,Debit Card,2021-10-10
I264414,gbvrdyg8ns,Female,47,Toys,2,71.68,Credit Card,2022-10-29
I330260,ekynfpfsbn,Female,63,Shoes,3,1800.51,Cash,2021-05-30
I142138,emb2krqiz4,Female,19,Food & Beverage,1,5.23,Credit Card,2022-02-25
I333782,4ycnj5wp0j,Male,36,Shoes,3,1800.51,Debit Card,2023-02-27
I963384,qurhdymqjv,Male,59,Clothing,5,1500.4,Cash,2022-03-30
I628740,mya1hwpds1,Female,69,Clothing,5,1500.4,Credit Card,2022-06-22
I843579,vilkbioztb,Female,39,Toys,1,35.84,Credit Card,2021-12-18
I151330,vxrkfjvdk8,Male,47,Shoes,1,600.17,Cash,2021-06-10
I329648,ovioha3b5y,Female,55,Souvenir,2,23.46,Credit Card,2022-08-06
I147923,u2jnclsfzj,Female,51,Souvenir,5,58.65,Debit Card,2021-07-21
I853097,gn0ltpq0ge,Female,62,Clothing,3,900.24,Cash,2022-05-20
I313652,onf74wxdrk,Male,44,Toys,3,107.52,Credit Card,2021-10-21
I570465,kiwxn96wcv,Male,33,Clothing,1,300.08,Cash,2021-01-20
I245934,wwc8iigrdu,Male,51,Clothing,1,300.08,Cash,2022-05-25
I112919,as5rmayjtz,Female,57,Food & Beverage,1,5.23,Cash,2022-05-08
I803980,forfmutgat,Female,43,Food & Beverage,3,15.69,Cash,2022-06-16
I237208,zhjrkpokz8,Female,30,Clothing,1,300.08,Credit Card,2022-06-22
I584733,de63fwz3is,Female,24,Toys,2,71.68,Credit Card,2022-08-01
I276738,qaz9ouizbx,Female,36,Clothing,3,900.24,Cash,2022-10-15
I294408,onrhaqcvwy,Female,31,Toys,3,107.52,Credit Card,2022-06-08
I245783,ud5sejna8c,Female,23,Clothing,4,1200.32,Debit Card,2021-03-14
I180888,7c2oyocnny,Female,60,Food & Beverage,2,10.46,Cash,2021-05-03
I246046,pxc3bezj9q,Female,20,Shoes,2,1200.34,Cash,2021-02-18
I257995,okprhh4sz8,Female,54,Souvenir,2,23.46,Cash,2022-11-29
I280689,oa2abuvc0o,Male,22,Toys,2,71.68,Debit Card,2021-10-15
I943112,dxlm4axmjn,Female,52,Clothing,1,300.08,Debit Card,2022-02-18
I249536,1xm3okq5ao,Male,43,Shoes,5,3000.85,Debit Card,2023-01-31
I109645,r5ddnhnmic,Female,34,Clothing,5,1500.4,Debit Card,2022-03-22
I271666,t0lusj8rxq,Male,66,Food & Beverage,5,26.15,Cash,2021-11-12
I161861,wgo61a7tdo,Female,61,Cosmetics,5,203.3,Cash,2022-05-24
I350709,fcab9zghwl,Male,67,Souvenir,3,35.19,Cash,2023-02-27
I865759,atmdrzsvvf,Male,52,Food & Beverage,1,5.23,Credit Card,2021-12-04
I646882,ceom1dbftq,Female,35,Technology,3,3150.0,Credit Card,2022-06-10
I247589,xinv9kjssd,Female,30,Clothing,4,1200.32,Credit Card,2022-02-17
I206895,8qtjclfwpj,Female,26,Clothing,4,1200.32,Credit Card,2021-04-06
I234279,t8tfx2d6bq,Female,37,Toys,4,143.36,Debit Card,2021-09-01
I208449,s59xtutpcs,Female,69,Clothing,2,600.16,Cash,2023-03-01
I173546,mz4s78vh1v,Female,67,Food & Beverage,2,10.46,Credit Card,2022-10-09
I114652,pzetrxtp45,Female,51,Food & Beverage,1,5.23,Cash,2022-02-22
I308467,bvq2cmoef4,Male,46,Clothing,4,1200.32,Credit Card,2021-06-07
I326017,gnui38abod,Female,67,Books,2,30.3,Cash,2021-10-14
I300816,cxhalf2k2j,Male,29,Books,1,15.15,Credit Card,2021-04-24
I205327,0txcif0zfb,Female,29,Clothing,2,600.16,Cash,2021-09-26
I419418,cqsccoey4r,Female,57,Food & Beverage,2,10.46,Cash,2021-02-11
I298303,wecwfjb1qg,Male,39,Cosmetics,1,40.66,Cash,2022-01-31
I106112,es8ddlsw8j,Female,18,Clothing,3,900.24,Cash,2022-09-17
I211678,gdycpmb96e,Female,56,Toys,4,143.36,Debit Card,2021-01-30
I146599,xbp34kbwte,Female,20,Clothing,1,300.08,Cash,2022-04-24
I143058,b1vx42xl9g,Male,19,Shoes,3,1800.51,Credit Card,2022-07-13
I971848,srskextqmx,Female,31,Souvenir,2,23.46,Credit Card,2022-06-07
I218442,veb9baeu0k,Female,47,Food & Beverage,4,20.92,Cash,2022-06-08
I299468,kbasokpxai,Male,22,Toys,1,35.84,Debit Card,2021-02-18
I238502,airjzc7hok,Female,24,Toys,4,143.36,Cash,2022-06-09
I204631,j3u7mayaio,Male,18,Cosmetics,5,203.3,Debit Card,2022-06-25
I293796,9m1gzn5zgd,Female,62,Clothing,3,900.24,Cash,2021-03-21
I110535,tlso12r5p6,Female,34,Food & Beverage,2,10.46,Debit Card,2021-11-11
I262588,ejkxws3688,Female,61,Cosmetics,5,203.3,Debit Card,2022-06-13
I130100,i8zi0pl2pi,Male,54,Clothing,2,600.16,Credit Card,2021-09-15
I405447,m24ntonelq,Female,43,Cosmetics,2,81.32,Credit Card,2021-11-03
I119494,1b95qhpww9,Female,64,Clothing,3,900.24,Cash,2022-01-30
I182837,2s1heuatix,Male,62,Clothing,1,300.08,Credit Card,2021-05-28
I326616,k7fbbey7ea,Male,42,Clothing,5,1500.4,Debit Card,2021-06-15
I271492,a9vqxg6mev,Female,36,Food & Beverage,5,26.15,Credit Card,2023-03-03
I935057,k7ie1azr2f,Male,30,Food & Beverage,2,10.46,Credit Card,2023-01-30
I140512,izaldmgcru,Female,62,Shoes,2,1200.34,Debit Card,2022-08-05
I408145,mtbm3lcg5s,Female,65,Food & Beverage,4,20.92,Cash,2023-01-25
I605454,ka9e4kcbnm,Female,62,Souvenir,3,35.19,Cash,2022-03-17
I559148,xw3wclijzu,Female,28,Souvenir,2,23.46,Credit Card,2023-02-18
I637355,a1fo5vbnxt,Male,25,Clothing,4,1200.32,Cash,2021-05-07
I222862,layxkfutbn,Male,39,Toys,1,35.84,Credit Card,2022-10-25
I240955,wcaeslojmu,Male,19,Clothing,1,300.08,Credit Card,2022-02-26
I206790,qytvyoslev,Female,43,Clothing,1,300.08,Credit Card,2021-12-11
I279121,g9wlf3saky,Male,47,Cosmetics,1,40.66,Cash,2022-04-29
I747352,85vdrw0qeh,Female,57,Shoes,1,600.17,Credit Card,2022-12-15
I263724,bh9fsvsyqw,Female,19,Clothing,2,600.16,Cash,2022-08-02
I151518,6mddq3dglu,Female,31,Food & Beverage,4,20.92,Cash,2021-02-06
I304184,s9u01qoxp9,Male,21,Cosmetics,3,121.98,Cash,2022-02-04
I178960,qutmylzdwu,Male,54,Books,2,30.3,Debit Card,2021-08-30
I279175,i25pmqiu2y,Male,59,Cosmetics,5,203.3,Cash,2022-01-26
I139625,dogsnwobym,Female,55,Clothing,3,900.24,Debit Card,2021-09-25
I236041,wycoxkfrny,Male,52,Food & Beverage,3,15.69,Cash,2022-09-01
I858382,ewjl8w0my1,Male,67,Clothing,1,300.08,Credit Card,2021-11-14
I258074,oxgfmtddlb,Female,48,Clothing,1,300.08,Cash,2021-05-10
I102964,cywlit4aow,Female,69,Shoes,2,1200.34,Cash,2021-04-23
I248439,njx1xqxxkw,Female,55,Cosmetics,4,162.64,Debit Card,2021-04-30
I349161,uoyctkxnfe,Female,64,Clothing,3,900.24,Credit Card,2022-09-04
I209901,kdl9ktrb32,Male,61,Food & Beverage,1,5.23,Cash,2021-07-15
I327513,grymhrmo2x,Female,28,Clothing,3,900.24,Credit Card,2021-10-09
I355712,irf8awmyln,Female,28,Technology,3,3150.0,Cash,2021-10-25
I491091,aacpkyfcpp,Male,62,Shoes,3,1800.51,Cash,2021-03-26
I145979,kmfnroaea5,Female,63,Clothing,2,600.16,Cash,2022-04-07
I559228,pr5jyvi2d3,Male,51,Clothing,5,1500.4,Credit Card,2022-04-15
I104610,96si9ia1d2,Female,23,Cosmetics,1,40.66,Cash,2021-07-21
I611880,dxdihcd82e,Female,68,Cosmetics,4,162.64,Cash,2022-10-19
I309198,gipx2edfpd,Male,59,Clothing,4,1200.32,Credit Card,2021-02-23
I851085,bdxsi9yhel,Female,46,Cosmetics,2,81.32,Debit Card,2023-01-16
I108289,zhegr7lhny,Female,27,Toys,2,71.68,Cash,2023-02-03
I874815,nrnpcbwduh,Male,60,Cosmetics,5,203.3,Credit Card,2022-08-02
I280491,4i0etasioq,Female,66,Clothing,2,600.16,Credit Card,2021-03-21
I173727,2so8uf4txa,Female,45,Food & Beverage,2,10.46,Cash,2022-05-16
I308041,sphaqujwx5,Male,62,Clothing,3,900.24,Cash,2022-09-29
I226325,c5tumosiwp,Male,30,Technology,4,4200.0,Cash,2021-02-19
I173456,m6inlzymvq,Female,41,Food & Beverage,3,15.69,Credit Card,2022-08-15
I331411,ablejftkv1,Male,31,Toys,3,107.52,Cash,2021-06-03
I193236,62l0pdgidg,Female,21,Clothing,5,1500.4,Credit Card,2022-02-26
I748389,ft1bomvcfn,Female,66,Clothing,5,1500.4,Credit Card,2022-12-26
I529382,at6noxflhh,Male,38,Food & Beverage,2,10.46,Cash,2022-03-16
I168702,qawezt1pkg,Male,20,Clothing,2,600.16,Cash,2023-01-27
I332639,n7baobsals,Female,40,Clothing,1,300.08,Credit Card,2021-06-28
I743001,cd2qaqpmzn,Female,22,Clothing,4,1200.32,Cash,2022-02-11
I256615,pc2plc3hed,Male,63,Books,1,15.15,Cash,2023-02-01
I248094,v9ittvitxz,Male,37,Books,1,15.15,Debit Card,2021-10-19
I996077,rvygohifjo,Male,48,Toys,5,179.2,Cash,2021-05-05
I164719,qtnalbims8,Female,43,Shoes,3,1800.51,Cash,2021-12-06
I157547,i72drqybcf,Male,60,Clothing,3,900.24,Cash,2022-02-16
I262253,us14tvshxb,Female,38,Cosmetics,2,81.32,Debit Card,2022-01-25
I119097,aofffuacxh,Female,25,Food & Beverage,2,10.46,Cash,2022-11-11
I196839,xwpel252cy,Female,38,Clothing,1,300.08,Credit Card,2021-11-25
I313184,bno1m3mh4m,Female,26,Cosmetics,3,121.98,Cash,2021-10-10
I258708,ahojdf3msq,Female,37,Clothing,1,300.08,Cash,2021-07-08
I104186,filqb6inkb,Male,67,Clothing,2,600.16,Credit Card,2021-08-25
I969736,zxg6wceacq,Male,66,Books,3,45.45,Credit Card,2021-06-15
I404673,hdndk1hezy,Female,44,Food & Beverage,4,20.92,Cash,2022-07-31
I543980,c3tdvaooqv,Male,22,Shoes,4,2400.68,Credit Card,2023-01-13
I294081,6u0aqpk6up,Female,25,Clothing,1,300.08,Cash,2023-01-04
I243406,ftgw3svc80,Female,67,Clothing,4,1200.32,Debit Card,2021-06-03
I257958,6fuymkznak,Male,59,Clothing,3,900.24,Cash,2022-05-25
I888995,vnzsjvbnvi,Female,44,Clothing,3,900.24,Debit Card,2021-11-21
I230487,foanwrkfax,Male,24,Clothing,5,1500.4,Cash,2021-01-12
I317367,jrjherlqgd,Male,65,Clothing,5,1500.4,Cash,2021-06-16
I137052,0sgoaxhuo2,Male,63,Cosmetics,1,40.66,Cash,2023-01-30
I128761,8nbhkg8bay,Female,36,Shoes,3,1800.51,Cash,2023-01-06
I321974,jxep1tsgxt,Female,54,Cosmetics,3,121.98,Credit Card,2022-05-23
I623951,3dww3osth2,Female,29,Cosmetics,3,121.98,Debit Card,2022-11-27
I629893,lyx0oukovj,Male,24,Clothing,4,1200.32,Cash,2022-09-22
I174514,gmxpd5w1lx,Male,37,Technology,3,3150.0,Cash,2022-07-12
I142083,itfzikevdw,Female,61,Clothing,2,600.16,Credit Card,2022-07-04
I169281,rldiblibgi,Male,22,Books,2,30.3,Cash,2022-03-11
I149163,5vvi9qpavc,Male,44,Food & Beverage,3,15.69,Cash,2023-01-26
I107456,toh2l099ki,Male,62,Toys,5,179.2,Credit Card,2022-08-27
I221076,fywrmdd3jz,Male,31,Souvenir,2,23.46,Debit Card,2021-08-03
I129459,l5lqs1qfbz,Male,41,Technology,4,4200.0,Credit Card,2021-10-21
I749571,l7kdolyiae,Male,34,Food & Beverage,1,5.23,Cash,2021-08-07
I126526,lrkzavu0sp,Female,64,Clothing,2,600.16,Credit Card,2023-01-03
I214943,gr7h5asgaw,Male,61,Clothing,5,1500.4,Cash,2022-12-01
I290931,g7zkvdw6eg,Female,27,Food & Beverage,3,15.69,Credit Card,2022-08-13
I876887,ltdmmadzwm,Male,51,Clothing,4,1200.32,Cash,2022-12-24
I408806,t93lt3v4kc,Female,69,Clothing,2,600.16,Cash,2021-01-05
I545931,jjreaiidxl,Male,29,Clothing,1,300.08,Credit Card,2021-05-02
I181389,tvacyt66gf,Male,32,Souvenir,2,23.46,Cash,2021-02-19
I437656,14ej5y1erw,Female,42,Souvenir,2,23.46,Cash,2022-05-01
I314389,bb6snzxmoo,Male,65,Cosmetics,4,162.64,Credit Card,2022-11-28
I138968,nz4qnbxqgy,Male,23,Food & Beverage,4,20.92,Cash,2022-11-24
I124498,14ixt9uvcj,Female,26,Shoes,2,1200.34,Credit Card,2021-03-27
I169137,qfxlfctld7,Male,30,Cosmetics,4,162.64,Credit Card,2022-03-06
I129304,darmbcm8hl,Female,69,Clothing,1,300.08,Cash,2021-02-13
I319231,0to3wbeiif,Female,62,Books,5,75.75,Credit Card,2022-11-08
I142073,d9nx5m6c8y,Female,60,Shoes,2,1200.34,Credit Card,2022-09-08
I260384,ycwsrpgugu,Female,44,Food & Beverage,1,5.23,Credit Card,2023-01-14
I250979,1taepy6tka,Female,46,Clothing,5,1500.4,Debit Card,2022-09-20
I702616,lfmebamlne,Male,44,Food & Beverage,3,15.69,Debit Card,2021-01-06
I277039,2msq0ckad6,Female,37,Food & Beverage,4,20.92,Cash,2022-11-13
I711763,4euj3cth8w,Female,62,Clothing,1,300.08,Debit Card,2022-11-25
I313596,vlx3mwi9i1,Male,66,Toys,3,107.52,Credit Card,2022-04-22
I146280,sq3r6ob1mz,Female,47,Food & Beverage,5,26.15,Cash,2021-09-05
I170417,5j5uaogdva,Female,38,Souvenir,1,11.73,Credit Card,2021-02-11
I282482,2cvi0ubnup,Male,36,Clothing,3,900.24,Credit Card,2021-01-09
I332580,hfnhsoxzdf,Male,63,Food & Beverage,2,10.46,Credit Card,2022-06-29
I131502,l9cqfqy3jw,Female,40,Cosmetics,5,203.3,Cash,2023-01-05
I292388,7eiozhykic,Female,66,Clothing,1,300.08,Debit Card,2021-09-18
I355468,kvy1man8is,Male,20,Food & Beverage,5,26.15,Cash,2023-02-15
I116033,roxedkyvrx,Female,64,Clothing,1,300.08,Debit Card,2021-10-13
I133856,iszmzzih8m,Female,29,Food & Beverage,3,15.69,Cash,2021-09-30
I287180,sfbysc8i8v,Male,34,Clothing,1,300.08,Cash,2022-12-04
I149363,gtbzycbrix,Female,35,Toys,2,71.68,Debit Card,2021-05-14
I188159,zn71smajsp,Female,65,Toys,3,107.52,Debit Card,2022-05-09
I248213,um0jzlqo2z,Female,37,Clothing,2,600.16,Debit Card,2022-03-05
I588290,4vdkg1tyol,Female,32,Clothing,4,1200.32,Cash,2022-06-12
I567792,v3utl53ctp,Female,38,Food & Beverage,5,26.15,Credit Card,2022-08-29
I143949,5gqpti3kpu,Male,52,Clothing,5,1500.4,Credit Card,2022-02-10
I770795,dc8vlrygzm,Male,65,Clothing,4,1200.32,Cash,2022-07-01
I286385,qri7v609fn,Female,44,Books,1,15.15,Credit Card,2021-12-21
I722735,8rsi637vrs,Female,48,Clothing,1,300.08,Cash,2022-12-02
I304869,dmmeiq3y3s,Female,58,Food & Beverage,5,26.15,Cash,2021-11-07
I310782,hszayry3ta,Male,35,Clothing,1,300.08,Credit Card,2021-03-30
I100156,1rzbmeylri,Female,69,Books,3,45.45,Credit Card,2021-01-25
I271418,ob8nnp7hws,Female,38,Clothing,5,1500.4,Credit Card,2021-10-02
I266105,hrwdhzahwi,Male,57,Toys,2,71.68,Cash,2022-07-30
I839261,rjprlgeesh,Female,37,Toys,4,143.36,Debit Card,2021-05-18
I184232,cdqhylcdex,Female,41,Technology,3,3150.0,Cash,2023-02-11
I314117,qc69q4ioei,Male,49,Clothing,4,1200.32,Debit Card,2021-09-12
I788623,hgktdnbiv8,Female,36,Shoes,3,1800.51,Cash,2023-03-08
I869763,fvupuyzhr6,Female,39,Food & Beverage,4,20.92,Credit Card,2021-02-12
I159595,x7ina4xnsl,Female,35,Souvenir,5,58.65,Cash,2022-09-19
I303877,ey3mn0vdfy,Male,65,Souvenir,5,58.65,Credit Card,2022-10-12
I203327,w9yb3umqrc,Female,35,Food & Beverage,4,20.92,Credit Card,2021-05-23
I246258,eutxz2mdsu,Female,65,Food & Beverage,4,20.92,Cash,2021-02-22
I154656,msyw8ngzgo,Female,32,Clothing,3,900.24,Credit Card,2021-10-03
I153829,wsbuiimgj2,Male,21,Shoes,1,600.17,Cash,2022-08-13
I339097,qtifylcl2n,Female,34,Clothing,5,1500.4,Credit Card,2021-10-25
I913321,lqjxb6rhxi,Male,19,Food & Beverage,2,10.46,Cash,2022-12-06
I186905,isxqf3na08,Female,60,Food & Beverage,2,10.46,Credit Card,2022-12-25
I201346,imed9wsacm,Male,18,Food & Beverage,2,10.46,Debit Card,2021-05-07
I292418,4rtlhpvbij,Female,32,Cosmetics,4,162.64,Debit Card,2022-06-10
I444047,tukc6dnobd,Female,65,Souvenir,3,35.19,Cash,2022-01-23
I768716,o7u50xqzka,Female,37,Food & Beverage,3,15.69,Cash,2021-01-22
I138383,utteip4bsf,Female,32,Shoes,2,1200.34,Cash,2022-03-30
I242148,6z6y5izxqq,Male,26,Food & Beverage,1,5.23,Cash,2022-04-14
I104526,qiwreat1kf,Female,42,Clothing,3,900.24,Debit Card,2022-08-20
I311771,zzf5gcvhpw,Female,63,Clothing,2,600.16,Debit Card,2022-08-18
I330305,cqbbxomago,Male,65,Clothing,1,300.08,Cash,2021-05-05
I140583,ktab18iucn,Female,20,Clothing,4,1200.32,Cash,2022-10-22
I480521,qjmcgu4nlu,Male,54,Food & Beverage,2,10.46,Cash,2022-08-01
I321335,snwtvzncmz,Male,57,Clothing,4,1200.32,Cash,2022-01-14
I254540,w053fsopmt,Female,21,Souvenir,5,58.65,Cash,2022-01-08
I572125,goxsdnx7dc,Female,43,Books,2,30.3,Cash,2023-03-07
I328937,tw9mn9mi3q,Female,63,Clothing,5,1500.4,Cash,2022-09-29
I180415,57srvsfo0h,Female,37,Shoes,5,3000.85,Credit Card,2021-08-21
I957865,bzlofrcu9s,Female,27,Cosmetics,3,121.98,Debit Card,2022-05-22
I498709,9sdpcycxav,Male,57,Clothing,3,900.24,Cash,2022-10-18
I323551,g9aqvisky4,Female,40,Clothing,5,1500.4,Cash,2021-03-18
I336545,atjequ7w2p,Male,51,Clothing,5,1500.4,Cash,2022-07-27
I227164,kl5mod0nw6,Female,56,Toys,4,143.36,Cash,2022-01-01
I219307,bqdsmerph3,Male,22,Shoes,2,1200.34,Cash,2023-01-29
I199441,mj8orgktos,Female,30,Cosmetics,5,203.3,Cash,2022-12-05
I118160,dtmvjgkhot,Female,48,Clothing,5,1500.4,Credit Card,2023-02-04
I248710,u1sxunxkmy,Female,60,Shoes,4,2400.68,Cash,2021-02-06
I900101,2uaxmflirc,Female,22,Cosmetics,4,162.64,Cash,2022-06-20
I292803,wq1lpptmwt,Female,26,Toys,3,107.52,Credit Card,2022-07-09
I161241,ylhhvgieha,Female,50,Technology,1,1050.0,Debit Card,2021-10-01
I280531,wkkc7f9wfc,Female,64,Toys,4,143.36,Debit Card,2021-09-16
I940983,lqctabo2vm,Male,41,Cosmetics,5,203.3,Cash,2023-01-31
I178514,vwnrj3fi3j,Female,34,Food & Beverage,4,20.92,Debit Card,2022-11-22
I283166,biqggjkixj,Male,60,Toys,3,107.52,Credit Card,2022-01-29
I302346,axool1bdi9,Male,34,Cosmetics,3,121.98,Cash,2022-08-05
I152125,lbjopzkc9z,Male,50,Technology,1,1050.0,Credit Card,2021-06-22
I335417,bzwuuary9g,Female,69,Books,4,60.6,Credit Card,2021-12-22
I199776,2umq7cc44x,Male,69,Toys,3,107.52,Debit Card,2021-06-24
I156829,2vvxepbsia,Female,56,Shoes,4,2400.68,Credit Card,2021-12-21
I484767,xuaalzuymu,Female,69,Cosmetics,5,203.3,Cash,2021-09-24
I667931,fl8mso6k6q,Female,57,Clothing,4,1200.32,Cash,2021-02-19
I480705,syauaieuuu,Female,28,Food & Beverage,5,26.15,Credit Card,2023-01-07
I835548,ebapwpzh3w,Female,67,Clothing,5,1500.4,Cash,2022-12-28
I127590,cx3on2bcqf,Female,48,Clothing,1,300.08,Cash,2021-05-24
I742418,blwlecncbl,Female,57,Cosmetics,4,162.64,Cash,2021-06-17
I167498,6a0rzwxzg9,Male,42,Clothing,2,600.16,Cash,2023-02-18
I297989,fbdrfebrox,Male,29,Technology,4,4200.0,Cash,2022-03-22
I301324,3nogr28ykn,Female,68,Cosmetics,5,203.3,Cash,2021-07-28
I187693,2oddpzr4fq,Male,41,Shoes,2,1200.34,Credit Card,2021-02-02
I141626,8j6aht1zm6,Female,69,Food & Beverage,2,10.46,Debit Card,2022-01-29
I856856,deardcle8z,Female,41,Clothing,3,900.24,Credit Card,2023-02-22
I104145,52fnmjqnwx,Female,41,Cosmetics,3,121.98,Credit Card,2022-09-05
I181960,mstjdazpdm,Female,36,Clothing,5,1500.4,Debit Card,2021-06-15
I703205,lbhib5dsub,Female,58,Technology,5,5250.0,Credit Card,2022-11-15
I403255,kp10bgo6am,Female,36,Shoes,2,1200.34,Credit Card,2021-04-07
I197036,guk9mngxgs,Female,44,Clothing,3,900.24,Cash,2022-02-12
I115518,pfmluomw87,Female,59,Technology,5,5250.0,Credit Card,2021-02-24
I328683,l2qjs4fwto,Male,65,Cosmetics,3,121.98,Cash,2021-09-19
I310667,lv3rp7zkox,Female,37,Toys,3,107.52,Cash,2022-02-10
I149072,dipejh6hcv,Female,58,Food & Beverage,5,26.15,Credit Card,2021-08-30
I324376,kqa2nhuepn,Male,55,Clothing,2,600.16,Credit Card,2022-07-07
I282823,mrscq52hmw,Female,67,Cosmetics,2,81.32,Cash,2021-10-25
I256405,ouotmfiolr,Female,47,Cosmetics,5,203.3,Debit Card,2021-07-15
I329644,1bm6whhwhr,Female,42,Clothing,2,600.16,Credit Card,2022-11-29
I117384,nvuwp0auhs,Male,54,Shoes,2,1200.34,Cash,2022-12-28
I274673,eqyj4k8vi4,Female,25,Cosmetics,2,81.32,Cash,2023-02-17
I273697,lrxw0u1dw4,Male,63,Cosmetics,4,162.64,Credit Card,2022-02-26
I193414,at65ulekhs,Female,34,Clothing,1,300.08,Credit Card,2022-07-10
I274089,fbboodzu94,Female,30,Food & Beverage,3,15.69,Credit Card,2021-03-08
I172818,zsqvr0bnz7,Male,57,Books,5,75.75,Cash,2021-06-21
I227377,h5wbdqoyra,Male,38,Clothing,3,900.24,Debit Card,2022-08-11
I112627,vnmzjtlgid,Female,47,Shoes,5,3000.85,Debit Card,2021-02-21
I665603,6bndznqvky,Male,42,Clothing,2,600.16,Credit Card,2022-01-16
I208813,txwyyurs8a,Female,59,Clothing,4,1200.32,Cash,2022-03-30
I987905,ecdsrxbxnx,Female,59,Cosmetics,5,203.3,Credit Card,2022-10-02
I110238,bgosflpzps,Female,68,Souvenir,1,11.73,Debit Card,2021-03-25
I227130,wpvbzs7bhh,Female,52,Toys,2,71.68,Debit Card,2022-07-28
